Time,Temperature(C),Deviation(mK),Current(mA)
0.01:10:28.970,24,993,-7,76
0.01:10:30.123,24,998,-2,73
0.01:10:31.260,24,997,-3,75
0.01:10:32.413,24,998,-2,76
0.01:10:33.565,24,998,-2,75
0.01:10:34.702,25,001,1,77
0.01:10:35.855,25,002,2,79
0.01:10:37.008,24,998,-2,75
0.01:10:38.145,25,001,1,81
0.01:10:39.298,25,002,2,84
0.01:10:40.435,25,0,81
0.01:10:41.587,25,002,2,83
0.01:10:42.740,25,001,1,73
0.01:10:43.877,25,0,79
0.01:10:45.030,25,003,3,85
0.01:10:46.183,25,002,2,86
0.01:10:47.320,25,005,5,86
0.01:10:48.473,25,004,4,88
0.01:10:49.625,24,999,-1,88
0.01:10:50.762,25,0,81
0.01:10:51.915,25,0,83
0.01:10:53.052,24,993,-7,83
0.01:10:54.205,24,995,-5,75
0.01:10:55.358,24,997,-3,73
0.01:10:56.495,24,999,-1,76
0.01:10:57.646,24,998,-2,78
0.01:10:58.799,25,002,2,82
0.01:10:59.936,25,0,85
0.01:11:01.090,25,002,2,84
0.01:11:02.243,25,002,2,85
0.01:11:03.380,25,004,4,87
0.01:11:04.532,25,004,4,83
0.01:11:05.685,24,999,-1,81
0.01:11:06.822,25,002,2,85
0.01:11:07.975,25,0,82
0.01:11:09.127,25,0,84
0.01:11:10.264,24,998,-2,81
0.01:11:11.417,24,999,-1,75
0.01:11:12.570,24,997,-3,78
0.01:11:13.706,24,997,-3,76
0.01:11:14.860,25,001,1,79
0.01:11:15.997,24,998,-2,78
0.01:11:17.149,25,001,1,83
0.01:11:18.302,25,001,1,81
0.01:11:19.439,24,998,-2,81
0.01:11:20.592,24,998,-2,78
0.01:11:21.745,25,002,2,83
0.01:11:22.882,25,004,4,87
0.01:11:24.034,25,004,4,90
0.01:11:25.187,25,004,4,88
0.01:11:26.324,25,002,2,89
0.01:11:27.477,24,999,-1,89
0.01:11:28.630,25,002,2,86
0.01:11:29.767,25,0,86
0.01:11:30.919,25,001,1,86
0.01:11:32.072,24,998,-2,82
0.01:11:33.209,24,998,-2,82
0.01:11:34.362,24,999,-1,76
0.01:11:35.515,25,0,81
0.01:11:36.652,24,999,-1,78
0.01:11:37.804,24,997,-3,80
0.01:11:38.957,24,996,-4,82
0.01:11:40.094,24,998,-2,84
0.01:11:41.247,25,0,84
0.01:11:42.384,25,001,1,85
0.01:11:43.537,25,003,3,85
0.01:11:44.690,25,001,1,86
0.01:11:45.826,25,002,2,83
0.01:11:46.979,25,003,3,88
0.01:11:48.132,25,001,1,88
0.01:11:49.269,24,997,-3,85
0.01:11:50.422,25,002,2,88
0.01:11:51.575,24,998,-2,88
0.01:11:52.712,25,005,5,92
0.01:11:53.864,25,0,91
0.01:11:55.017,25,001,1,88
0.01:11:56.154,25,0,88
0.01:11:57.307,24,998,-2,81
0.01:11:58.444,25,001,1,87
0.01:11:59.597,25,001,1,86
0.01:12:00.750,24,998,-2,79
0.01:12:01.886,24,999,-1,82
0.01:12:03.039,24,998,-2,81
0.01:12:04.192,24,998,-2,82
0.01:12:05.329,25,0,82
0.01:12:06.482,24,999,-1,82
0.01:12:07.635,24,998,-2,78
0.01:12:08.772,25,001,1,82
0.01:12:09.924,25,001,1,82
0.01:12:11.077,25,001,1,85
0.01:12:12.214,25,003,3,87
0.01:12:13.367,24,999,-1,86
0.01:12:14.520,25,0,85
0.01:12:15.657,25,001,1,84
0.01:12:16.810,25,002,2,87
0.01:12:17.962,24,999,-1,81
0.01:12:19.099,24,998,-2,79
0.01:12:20.252,25,001,1,85
0.01:12:21.405,25,002,2,86
0.01:12:22.542,24,999,-1,84
0.01:12:23.695,25,0,86
0.01:12:24.848,25,0,82
0.01:12:25.984,25,0,87
0.01:12:27.137,25,001,1,87
0.01:12:28.274,24,999,-1,85
0.01:12:29.427,24,999,-1,81
0.01:12:30.580,24,998,-2,81
0.01:12:31.717,25,002,2,83
0.01:12:32.870,24,996,-4,82
0.01:12:34.021,24,997,-3,78
0.01:12:35.159,25,002,2,82
0.01:12:36.312,25,003,3,81
0.01:12:37.464,25,002,2,83
0.01:12:38.602,25,002,2,86
0.01:12:39.754,25,002,2,85
0.01:12:40.906,24,999,-1,81
0.01:12:42.044,25,001,1,87
0.01:12:43.197,25,004,4,89
0.01:12:44.349,25,003,3,88
0.01:12:45.486,25,001,1,87
0.01:12:46.639,25,0,86
0.01:12:47.792,25,003,3,90
0.01:12:48.928,25,001,1,92
0.01:12:50.081,24,997,-3,89
0.01:12:51.234,25,001,1,89
0.01:12:52.371,24,997,-3,85
0.01:12:53.524,25,0,87
0.01:12:54.677,25,0,85
0.01:12:55.814,25,0,87
0.01:12:56.966,25,002,2,88
0.01:12:58.119,25,0,90
0.01:12:59.256,24,997,-3,84
0.01:13:00.409,24,997,-3,83
0.01:13:01.562,24,999,-1,86
0.01:13:02.699,25,001,1,85
0.01:13:03.852,25,002,2,86
0.01:13:04.988,24,998,-2,88
0.01:13:06.141,25,002,2,88
0.01:13:07.294,25,002,2,88
0.01:13:08.431,25,001,1,87
0.01:13:09.584,24,999,-1,89
0.01:13:10.737,24,998,-2,87
0.01:13:11.874,25,0,86
0.01:13:13.026,24,998,-2,83
0.01:13:14.179,24,998,-2,81
0.01:13:15.317,25,0,79
0.01:13:16.469,25,0,84
0.01:13:17.622,25,002,2,87
0.01:13:18.759,24,999,-1,89
0.01:13:19.912,25,004,4,88
0.01:13:21.064,25,003,3,88
0.01:13:22.201,25,004,4,91
0.01:13:23.354,25,003,3,89
0.01:13:24.507,25,002,2,89
0.01:13:25.644,25,003,3,88
0.01:13:26.797,25,0,88
0.01:13:27.950,24,997,-3,84
0.01:13:29.086,24,997,-3,86
0.01:13:30.239,24,998,-2,85
0.01:13:31.392,24,998,-2,83
0.01:13:32.529,25,002,2,86
0.01:13:33.682,25,002,2,89
0.01:13:34.835,25,001,1,90
0.01:13:35.971,25,002,2,87
0.01:13:37.124,25,0,86
0.01:13:38.277,24,996,-4,89
0.01:13:39.414,24,995,-5,84
0.01:13:40.567,24,997,-3,82
0.01:13:41.720,24,999,-1,87
0.01:13:42.857,24,999,-1,85
0.01:13:44.009,25,0,86
0.01:13:45.162,25,001,1,84
0.01:13:46.299,25,004,4,86
0.01:13:47.452,25,001,1,91
0.01:13:48.605,25,003,3,88
0.01:13:49.742,25,003,3,87
0.01:13:50.895,24,999,-1,88
0.01:13:52.047,24,999,-1,91
0.01:13:53.184,24,999,-1,86
0.01:13:54.337,24,998,-2,86
0.01:13:55.490,24,999,-1,86
0.01:13:56.627,25,0,87
0.01:13:57.780,24,999,-1,81
0.01:13:58.917,24,998,-2,79
0.01:14:00.069,25,0,88
0.01:14:01.222,24,997,-3,82
0.01:14:02.359,25,001,1,87
0.01:14:03.512,25,001,1,87
0.01:14:04.665,25,0,85
0.01:14:05.802,25,002,2,89
0.01:14:06.955,25,001,1,90
0.01:14:08.107,25,0,87
0.01:14:09.244,25,0,87
0.01:14:10.397,24,994,-6,83
0.01:14:11.550,25,001,1,86
0.01:14:12.687,24,996,-4,82
0.01:14:13.840,24,997,-3,81
0.01:14:14.992,24,999,-1,82
0.01:14:16.129,25,0,85
0.01:14:17.281,25,001,1,84
0.01:14:18.434,24,998,-2,81
0.01:14:19.571,25,0,82
0.01:14:20.724,24,998,-2,81
0.01:14:21.877,24,998,-2,84
0.01:14:23.015,25,001,1,83
0.01:14:24.166,25,0,82
0.01:14:25.319,25,002,2,81
0.01:14:26.456,25,002,2,85
0.01:14:27.609,25,001,1,86
0.01:14:28.762,24,999,-1,84
0.01:14:29.899,25,0,84
0.01:14:31.053,25,002,2,85
0.01:14:32.205,25,002,2,86
0.01:14:33.341,25,001,1,85
0.01:14:34.494,25,002,2,87
0.01:14:35.647,24,999,-1,83
0.01:14:36.784,24,999,-1,85
0.01:14:37.937,24,997,-3,86
0.01:14:39.090,25,002,2,82
0.01:14:40.227,25,001,1,86
0.01:14:41.379,24,997,-3,81
0.01:14:42.516,24,998,-2,87
0.01:14:43.669,24,999,-1,86
0.01:14:44.822,25,0,84
0.01:14:45.959,24,999,-1,83
0.01:14:47.112,25,0,84
0.01:14:48.265,24,997,-3,81
0.01:14:49.401,25,002,2,81
0.01:14:50.554,24,997,-3,83
0.01:14:51.707,24,999,-1,83
0.01:14:52.844,24,999,-1,82
0.01:14:53.997,24,997,-3,84
0.01:14:55.150,25,003,3,84
0.01:14:56.286,25,001,1,82
0.01:14:57.439,25,001,1,85
0.01:14:58.592,25,001,1,76
0.01:14:59.729,24,999,-1,85
0.01:15:00.882,25,0,87
0.01:15:02.035,25,001,1,86
0.01:15:03.172,24,998,-2,85
0.01:15:04.324,24,999,-1,82
0.01:15:05.477,25,0,82
0.01:15:06.614,25,0,83
0.01:15:07.767,25,0,82
0.01:15:08.920,24,999,-1,77
0.01:15:10.057,24,997,-3,84
0.01:15:11.210,25,0,79
0.01:15:12.362,25,0,84
0.01:15:13.499,25,005,5,84
0.01:15:14.652,25,003,3,87
0.01:15:15.789,25,002,2,87
0.01:15:16.942,25,001,1,87
0.01:15:18.095,25,002,2,86
0.01:15:19.232,25,0,85
0.01:15:20.384,25,0,82
0.01:15:21.537,24,998,-2,84
0.01:15:22.674,24,998,-2,79
0.01:15:23.827,24,999,-1,83
0.01:15:24.980,25,002,2,86
0.01:15:26.117,24,999,-1,86
0.01:15:27.270,25,001,1,85
0.01:15:28.422,25,002,2,88
0.01:15:29.559,25,0,84
0.01:15:30.712,25,003,3,87
0.01:15:31.865,24,999,-1,85
0.01:15:33.002,24,998,-2,84
0.01:15:34.154,25,0,85
0.01:15:35.308,25,001,1,89
0.01:15:36.444,25,003,3,89
0.01:15:37.597,24,998,-2,82
0.01:15:38.750,25,0,88
0.01:15:39.887,24,997,-3,83
0.01:15:41.040,25,002,2,88
0.01:15:42.192,24,997,-3,85
0.01:15:43.330,25,0,88
0.01:15:44.481,25,001,1,87
0.01:15:45.635,25,001,1,86
0.01:15:46.772,24,997,-3,82
0.01:15:47.924,25,001,1,88
0.01:15:49.061,24,999,-1,82
0.01:15:50.214,25,0,88
0.01:15:51.367,24,998,-2,83
0.01:15:52.503,24,998,-2,84
0.01:15:53.656,25,0,82
0.01:15:54.809,24,997,-3,80
0.01:15:55.946,25,001,1,86
0.01:15:57.099,24,998,-2,86
0.01:15:58.252,25,001,1,86
0.01:15:59.389,24,999,-1,85
0.01:16:00.541,24,999,-1,82
0.01:16:01.694,24,998,-2,84
0.01:16:02.831,25,004,4,89
0.01:16:03.984,25,002,2,90
0.01:16:05.137,25,003,3,91
0.01:16:06.274,25,002,2,91
0.01:16:07.427,25,001,1,90
0.01:16:08.579,25,0,84
0.01:16:09.716,24,999,-1,87
0.01:16:10.869,25,001,1,87
0.01:16:12.022,25,0,88
0.01:16:13.159,24,999,-1,88
0.01:16:14.312,24,995,-5,83
0.01:16:15.449,25,001,1,88
0.01:16:16.601,25,002,2,88
0.01:16:17.754,25,001,1,89
0.01:16:18.891,25,001,1,91
0.01:16:20.044,25,0,88
0.01:16:21.197,24,999,-1,89
0.01:16:22.334,25,002,2,89
0.01:16:23.487,25,001,1,92
0.01:16:24.639,25,001,1,91
0.01:16:25.776,25,002,2,87
0.01:16:26.929,25,001,1,91
0.01:16:28.082,25,002,2,88
0.01:16:29.219,24,998,-2,87
0.01:16:30.372,25,0,87
0.01:16:31.524,25,001,1,89
0.01:16:32.661,24,996,-4,84
0.01:16:33.814,24,995,-5,80
0.01:16:34.967,25,0,85
0.01:16:36.104,24,997,-3,84
0.01:16:37.257,25,001,1,88
0.01:16:38.410,25,0,89
0.01:16:39.546,24,998,-2,85
0.01:16:40.699,25,0,88
0.01:16:41.852,25,0,87
0.01:16:42.989,25,002,2,88
0.01:16:44.142,24,998,-2,84
0.01:16:45.295,24,995,-5,84
0.01:16:46.432,25,0,83
0.01:16:47.584,24,998,-2,85
0.01:16:48.737,25,001,1,83
0.01:16:49.874,25,0,84
0.01:16:51.027,25,0,83
0.01:16:52.180,25,0,87
0.01:16:53.317,25,0,83
0.01:16:54.470,24,998,-2,83
0.01:16:55.622,24,998,-2,82
0.01:16:56.759,24,996,-4,80
0.01:16:57.912,25,0,79
0.01:16:59.049,25,0,84
0.01:17:00.202,25,001,1,82
0.01:17:01.355,25,0,79
0.01:17:02.491,25,004,4,85
0.01:17:03.644,25,004,4,88
0.01:17:04.797,25,003,3,87
0.01:17:05.934,24,998,-2,82
0.01:17:07.087,25,001,1,87
0.01:17:08.240,25,001,1,85
0.01:17:09.377,25,002,2,82
0.01:17:10.530,24,997,-3,84
0.01:17:11.682,24,999,-1,85
0.01:17:12.818,24,995,-5,83
0.01:17:13.971,25,003,3,88
0.01:17:15.125,25,003,3,86
0.01:17:16.261,25,001,1,87
0.01:17:17.414,25,003,3,87
0.01:17:18.567,25,002,2,85
0.01:17:19.704,25,003,3,89
0.01:17:20.857,25,003,3,91
0.01:17:22.009,25,001,1,88
0.01:17:23.146,25,001,1,90
0.01:17:24.299,25,0,83
0.01:17:25.452,25,002,2,91
0.01:17:26.589,25,001,1,89
0.01:17:27.741,25,002,2,91
0.01:17:28.894,25,002,2,89
0.01:17:30.031,24,996,-4,88
0.01:17:31.184,25,0,89
0.01:17:32.337,24,999,-1,87
0.01:17:33.474,25,001,1,89
0.01:17:34.627,25,0,89
0.01:17:35.779,25,002,2,91
0.01:17:36.916,24,997,-3,92
0.01:17:38.069,25,0,89
0.01:17:39.222,25,001,1,90
0.01:17:40.359,25,002,2,93
0.01:17:41.512,25,003,3,90
0.01:17:42.665,25,004,4,93
0.01:17:43.801,24,997,-3,90
0.01:17:44.954,25,004,4,91
0.01:17:46.107,25,001,1,87
0.01:17:47.244,25,0,90
0.01:17:48.397,24,998,-2,88
0.01:17:49.550,24,996,-4,89
0.01:17:50.687,25,001,1,89
0.01:17:51.839,25,0,88
0.01:17:52.992,25,001,1,85
0.01:17:54.129,24,999,-1,91
0.01:17:55.282,25,0,88
0.01:17:56.435,24,999,-1,89
0.01:17:57.572,24,997,-3,85
0.01:17:58.724,24,998,-2,84
0.01:17:59.877,24,998,-2,87
0.01:18:01.014,24,997,-3,85
0.01:18:02.167,24,995,-5,85
0.01:18:03.320,25,001,1,81
0.01:18:04.457,24,997,-3,82
0.01:18:05.610,24,998,-2,84
0.01:18:06.762,25,0,82
0.01:18:07.899,25,0,84
0.01:18:09.052,25,001,1,86
0.01:18:10.205,24,999,-1,82
0.01:18:11.342,24,997,-3,81
0.01:18:12.495,24,995,-5,79
0.01:18:13.648,24,999,-1,82
0.01:18:14.784,25,0,85
0.01:18:15.937,25,001,1,85
0.01:18:17.090,25,001,1,83
0.01:18:18.227,25,002,2,83
0.01:18:19.380,25,003,3,87
0.01:18:20.533,24,999,-1,89
0.01:18:21.669,25,0,86
0.01:18:22.822,25,003,3,92
0.01:18:23.975,25,003,3,90
0.01:18:25.112,25,001,1,84
0.01:18:26.265,25,002,2,89
0.01:18:27.418,25,0,89
0.01:18:28.555,24,999,-1,89
0.01:18:29.707,25,002,2,86
0.01:18:30.860,25,003,3,91
0.01:18:31.997,25,001,1,90
0.01:18:33.150,25,003,3,91
0.01:18:34.303,25,003,3,90
0.01:18:35.440,25,003,3,95
0.01:18:36.593,25,005,5,96
0.01:18:37.745,25,001,1,90
0.01:18:38.882,25,001,1,92
0.01:18:40.035,25,0,88
0.01:18:41.188,24,998,-2,87
0.01:18:42.325,24,999,-1,90
0.01:18:43.477,24,997,-3,86
0.01:18:44.631,25,0,91
0.01:18:45.767,25,003,3,89
0.01:18:46.920,24,999,-1,94
0.01:18:48.073,24,997,-3,85
0.01:18:49.210,24,993,-7,79
0.01:18:50.363,24,998,-2,86
0.01:18:51.516,24,998,-2,87
0.01:18:52.653,25,0,86
0.01:18:53.805,25,001,1,88
0.01:18:54.958,25,001,1,87
0.01:18:56.095,25,0,88
0.01:18:57.248,25,001,1,89
0.01:18:58.401,25,002,2,87
0.01:18:59.537,25,0,87
0.01:19:00.690,25,002,2,87
0.01:19:01.842,25,003,3,89
0.01:19:02.979,25,001,1,89
0.01:19:04.132,25,003,3,93
0.01:19:05.286,25,003,3,93
0.01:19:06.422,25,0,91
0.01:19:07.576,24,999,-1,87
0.01:19:08.728,25,004,4,91
0.01:19:09.880,25,002,2,95
0.01:19:11.017,25,002,2,94
0.01:19:12.170,24,999,-1,93
0.01:19:13.323,25,003,3,91
0.01:19:14.460,24,996,-4,86
0.01:19:15.613,24,999,-1,89
0.01:19:16.766,24,999,-1,91
0.01:19:17.903,25,0,87
0.01:19:19.055,24,996,-4,88
0.01:19:20.208,24,996,-4,88
0.01:19:21.345,24,998,-2,85
0.01:19:22.498,24,999,-1,88
0.01:19:23.651,24,998,-2,85
0.01:19:24.788,24,994,-6,90
0.01:19:25.940,24,999,-1,78
0.01:19:27.093,25,0,88
0.01:19:28.230,25,0,86
0.01:19:29.383,25,003,3,88
0.01:19:30.536,25,002,2,90
0.01:19:31.673,25,003,3,91
0.01:19:32.826,25,004,4,90
0.01:19:33.978,25,002,2,89
0.01:19:35.115,25,003,3,93
0.01:19:36.268,25,002,2,92
0.01:19:37.421,24,999,-1,87
0.01:19:38.558,25,001,1,89
0.01:19:39.711,24,999,-1,86
0.01:19:40.864,25,0,90
0.01:19:42.000,25,001,1,89
0.01:19:43.153,25,002,2,89
0.01:19:44.306,24,998,-2,86
0.01:19:45.443,24,998,-2,86
0.01:19:46.596,24,997,-3,88
0.01:19:47.749,24,995,-5,83
0.01:19:48.886,24,999,-1,86
0.01:19:50.039,25,004,4,84
0.01:19:51.191,25,003,3,91
0.01:19:52.328,25,003,3,90
0.01:19:53.481,25,001,1,89
0.01:19:54.634,24,998,-2,87
0.01:19:55.771,24,994,-6,83
0.01:19:56.924,24,997,-3,86
0.01:19:58.077,24,999,-1,85
0.01:19:59.213,25,002,2,87
0.01:20:00.366,24,997,-3,87
0.01:20:01.519,25,003,3,89
0.01:20:02.656,25,003,3,90
0.01:20:03.809,25,001,1,88
0.01:20:04.962,25,001,1,98
0.01:20:06.098,25,001,1,90
0.01:20:07.251,25,0,87
0.01:20:08.404,25,004,4,92
0.01:20:09.541,25,001,1,88
0.01:20:10.694,25,0,90
0.01:20:11.847,24,996,-4,88
0.01:20:12.984,24,999,-1,87
0.01:20:14.136,24,999,-1,89
0.01:20:15.289,25,0,88
0.01:20:16.426,25,0,90
0.01:20:17.579,25,003,3,92
0.01:20:18.731,25,003,3,94
0.01:20:19.868,25,001,1,94
0.01:20:21.022,25,0,91
0.01:20:22.174,25,002,2,93
0.01:20:23.311,25,001,1,95
0.01:20:24.463,25,004,4,90
0.01:20:25.617,24,998,-2,92
0.01:20:26.754,25,0,91
0.01:20:27.907,24,994,-6,84
0.01:20:29.044,25,001,1,93
0.01:20:30.195,24,999,-1,89
0.01:20:31.348,24,999,-1,92
0.01:20:32.485,24,998,-2,88
0.01:20:33.639,25,0,89
0.01:20:34.791,25,002,2,94
0.01:20:35.928,24,997,-3,85
0.01:20:37.081,25,001,1,91
0.01:20:38.233,25,002,2,94
0.01:20:39.370,25,0,93
0.01:20:40.524,24,999,-1,92
0.01:20:41.676,25,0,89
0.01:20:42.813,25,001,1,93
0.01:20:43.966,24,999,-1,91
0.01:20:45.118,25,002,2,91
0.01:20:46.255,25,0,91
0.01:20:47.408,24,999,-1,90
0.01:20:48.561,25,001,1,90
0.01:20:49.698,24,999,-1,89
0.01:20:50.851,25,001,1,89
0.01:20:52.004,25,001,1,90
0.01:20:53.140,24,999,-1,91
0.01:20:54.293,25,0,90
0.01:20:55.446,24,999,-1,87
0.01:20:56.583,25,0,93
0.01:20:57.736,24,999,-1,85
0.01:20:58.889,25,001,1,90
0.01:21:00.026,25,001,1,88
0.01:21:01.179,24,997,-3,85
0.01:21:02.331,24,998,-2,82
0.01:21:03.468,25,0,88
0.01:21:04.621,25,002,2,91
0.01:21:05.774,25,003,3,90
0.01:21:06.911,24,997,-3,86
0.01:21:08.064,25,0,88
0.01:21:09.216,25,0,86
0.01:21:10.353,24,997,-3,87
0.01:21:11.506,24,998,-2,84
0.01:21:12.659,24,999,-1,84
0.01:21:13.796,25,0,85
0.01:21:14.949,25,0,89
0.01:21:16.102,25,001,1,88
0.01:21:17.238,25,002,2,90
0.01:21:18.391,25,003,3,86
0.01:21:19.544,25,001,1,86
0.01:21:20.681,24,999,-1,88
0.01:21:21.834,24,998,-2,90
0.01:21:22.987,25,0,85
0.01:21:24.124,25,001,1,88
0.01:21:25.276,24,996,-4,86
0.01:21:26.413,24,998,-2,86
0.01:21:27.566,25,003,3,87
0.01:21:28.719,25,003,3,90
0.01:21:29.856,25,0,88
0.01:21:31.009,24,999,-1,90
0.01:21:32.162,25,003,3,90
0.01:21:33.298,24,998,-2,86
0.01:21:34.451,24,999,-1,89
0.01:21:35.604,24,998,-2,87
0.01:21:36.741,24,998,-2,86
0.01:21:37.894,25,0,88
0.01:21:39.047,25,0,82
0.01:21:40.183,25,002,2,88
0.01:21:41.336,25,001,1,85
0.01:21:42.489,25,002,2,89
0.01:21:43.626,25,001,1,86
0.01:21:44.779,24,999,-1,87
0.01:21:45.932,25,0,89
0.01:21:47.069,25,001,1,88
0.01:21:48.221,25,002,2,89
0.01:21:49.374,25,001,1,93
0.01:21:50.511,24,998,-2,86
0.01:21:51.664,25,003,3,91
0.01:21:52.817,25,002,2,89
0.01:21:53.953,24,999,-1,92
0.01:21:55.107,24,999,-1,88
0.01:21:56.259,25,001,1,89
0.01:21:57.395,25,002,2,88
0.01:21:58.549,24,999,-1,88
0.01:21:59.701,25,002,2,91
0.01:22:00.839,25,002,2,89
0.01:22:01.991,25,0,88
0.01:22:03.145,25,002,2,93
0.01:22:04.280,25,002,2,94
0.01:22:05.434,25,003,3,93
0.01:22:06.586,24,995,-5,91
0.01:22:07.724,25,001,1,90
0.01:22:08.877,24,999,-1,88
0.01:22:10.014,25,002,2,88
0.01:22:11.167,24,999,-1,90
0.01:22:12.318,25,001,1,92
0.01:22:13.456,24,998,-2,89
0.01:22:14.609,25,002,2,90
0.01:22:15.761,24,999,-1,88
0.01:22:16.898,25,001,1,91
0.01:22:18.051,25,001,1,92
0.01:22:19.205,25,001,1,93
0.01:22:20.340,25,002,2,90
0.01:22:21.493,25,001,1,91
0.01:22:22.646,25,003,3,91
0.01:22:23.783,25,0,90
0.01:22:24.936,25,001,1,91
0.01:22:26.089,25,003,3,97
0.01:22:27.225,25,003,3,98
0.01:22:28.378,25,001,1,96
0.01:22:29.531,25,004,4,98
0.01:22:30.668,25,006,6,104
0.01:22:31.821,25,005,5,99
0.01:22:32.974,24,999,-1,97
0.01:22:34.111,24,997,-3,94
0.01:22:35.263,24,997,-3,87
0.01:22:36.416,25,0,94
0.01:22:37.553,24,998,-2,92
0.01:22:38.706,25,0,94
0.01:22:39.843,25,0,91
0.01:22:40.996,25,0,91
0.01:22:42.149,25,0,93
0.01:22:43.285,25,003,3,96
0.01:22:44.438,24,999,-1,89
0.01:22:45.591,25,0,95
0.01:22:46.728,25,0,93
0.01:22:47.881,24,997,-3,93
0.01:22:49.034,24,997,-3,86
0.01:22:50.171,24,997,-3,92
0.01:22:51.323,24,997,-3,88
0.01:22:52.476,25,001,1,92
0.01:22:53.613,25,001,1,93
0.01:22:54.766,25,002,2,91
0.01:22:55.919,24,999,-1,91
0.01:22:57.056,25,002,2,95
0.01:22:58.209,24,999,-1,93
0.01:22:59.361,24,998,-2,88
0.01:23:00.498,24,999,-1,91
0.01:23:01.651,24,994,-6,87
0.01:23:02.788,25,0,92
0.01:23:03.941,24,996,-4,86
0.01:23:05.094,24,999,-1,90
0.01:23:06.230,24,999,-1,88
0.01:23:07.383,25,0,87
0.01:23:08.536,25,0,90
0.01:23:09.673,25,002,2,92
0.01:23:10.826,25,001,1,90
0.01:23:11.979,25,002,2,91
0.01:23:13.116,25,001,1,91
0.01:23:14.268,24,999,-1,92
0.01:23:15.421,25,0,90
0.01:23:16.558,25,0,89
0.01:23:17.711,24,997,-3,87
0.01:23:18.864,25,002,2,90
0.01:23:20.001,25,001,1,90
0.01:23:21.154,25,001,1,95
0.01:23:22.306,24,998,-2,89
0.01:23:23.443,24,999,-1,89
0.01:23:24.596,25,001,1,92
0.01:23:25.749,24,997,-3,88
0.01:23:26.886,24,996,-4,87
0.01:23:28.038,25,001,1,89
0.01:23:29.192,24,999,-1,84
0.01:23:30.328,24,997,-3,84
0.01:23:31.481,24,998,-2,88
0.01:23:32.633,25,0,92
0.01:23:33.770,25,0,88
0.01:23:34.924,25,0,88
0.01:23:36.077,25,003,3,90
0.01:23:37.212,25,004,4,94
0.01:23:38.366,25,004,4,91
0.01:23:39.518,25,003,3,93
0.01:23:40.656,25,001,1,94
0.01:23:41.808,25,0,95
0.01:23:42.961,25,001,1,87
0.01:23:44.099,25,001,1,86
0.01:23:45.250,24,999,-1,91
0.01:23:46.403,25,001,1,94
0.01:23:47.540,24,999,-1,96
0.01:23:48.693,25,001,1,91
0.01:23:49.830,25,002,2,94
0.01:23:50.983,24,997,-3,94
0.01:23:52.136,24,999,-1,90
0.01:23:53.272,25,004,4,98
0.01:23:54.425,25,004,4,95
0.01:23:55.578,25,001,1,98
0.01:23:56.715,25,0,93
0.01:23:57.868,25,0,90
0.01:23:59.021,24,997,-3,89
0.01:24:00.158,25,001,1,84
0.01:24:01.310,24,995,-5,91
0.01:24:02.463,24,998,-2,90
0.01:24:03.600,25,001,1,90
0.01:24:04.753,25,003,3,95
0.01:24:05.906,25,001,1,90
0.01:24:07.043,25,001,1,94
0.01:24:08.196,25,001,1,94
0.01:24:09.349,25,0,93
0.01:24:10.485,25,004,4,91
0.01:24:11.638,25,0,95
0.01:24:12.791,24,999,-1,94
0.01:24:13.928,25,003,3,97
0.01:24:15.081,24,996,-4,89
0.01:24:16.234,24,999,-1,89
0.01:24:17.371,24,998,-2,90
0.01:24:18.523,24,994,-6,83
0.01:24:19.676,25,001,1,90
0.01:24:20.813,25,0,89
0.01:24:21.966,24,997,-3,87
0.01:24:23.119,24,999,-1,88
0.01:24:24.256,24,999,-1,87
0.01:24:25.409,25,0,87
0.01:24:26.561,25,002,2,89
0.01:24:27.698,25,003,3,94
0.01:24:28.851,25,003,3,95
0.01:24:30.004,25,003,3,96
0.01:24:31.141,25,001,1,92
0.01:24:32.294,25,002,2,98
0.01:24:33.447,25,0,91
0.01:24:34.583,25,001,1,91
0.01:24:35.736,25,001,1,94
0.01:24:36.889,25,001,1,93
0.01:24:38.026,25,0,97
0.01:24:39.179,24,998,-2,91
0.01:24:40.332,24,998,-2,90
0.01:24:41.469,24,999,-1,91
0.01:24:42.621,24,998,-2,89
0.01:24:43.774,24,999,-1,91
0.01:24:44.911,24,999,-1,89
0.01:24:46.064,24,996,-4,89
0.01:24:47.217,25,0,91
0.01:24:48.354,25,001,1,95
0.01:24:49.507,25,003,3,94
0.01:24:50.659,25,0,91
0.01:24:51.796,25,005,5,91
0.01:24:52.949,25,001,1,94
0.01:24:54.102,25,005,5,99
0.01:24:55.239,25,0,93
0.01:24:56.392,25,0,95
0.01:24:57.545,24,999,-1,92
0.01:24:58.681,24,996,-4,93
0.01:24:59.834,24,998,-2,89
0.01:25:00.987,24,999,-1,93
0.01:25:02.123,25,001,1,94
0.01:25:03.277,25,002,2,95
0.01:25:04.430,25,002,2,96
0.01:25:05.567,24,998,-2,94
0.01:25:06.719,25,0,94
0.01:25:07.872,24,996,-4,92
0.01:25:09.009,24,999,-1,91
0.01:25:10.161,24,999,-1,93
0.01:25:11.315,25,001,1,94
0.01:25:12.452,25,001,1,94
0.01:25:13.605,25,0,93
0.01:25:14.757,25,0,93
0.01:25:15.893,24,999,-1,89
0.01:25:17.046,25,0,91
0.01:25:18.183,25,0,91
